Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),model
8.29130628899124e-4,8.29130628899124e-4,1,44.000000002244,1.460852989351122,0.23324989738724455,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.02923150755084466,0.02923150755084466,1,40.00000000021317,0.04367323064828743,0.8355233818374533,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.23487169643076736,0.23487169643076736,1,40.000000000238,0.35090922878793,0.556932940433881,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.0021321425716792,0.0021321425716792,1,39.99999999925919,0.00318552008123467,0.955271957268907,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.18390124789758464,0.18390124789758464,1,40.00000000023805,0.27475701011893316,0.6030511418227171,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.3986365931403467,0.3986365931403467,1,39.99999999988904,0.5955815945100927,0.4448044127801314,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
6.547658143035328e-5,6.547658143035328e-5,1,10.03867813379685,0.07387409609936908,0.7912853396191105,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
9.841135351163525e-4,9.841135351163525e-4,1,9.458934792247856,1.1103282467977649,0.31818243600620627,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
5.569106519767089e-4,5.569106519767089e-4,1,10.41880297856381,0.6283356602337463,0.4456412025748987,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
5.997030948429469e-4,5.997030948429469e-4,1,9.45893479284109,0.6766163274214463,0.4310018099428454,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00178384665607597,0.00178384665607597,1,10.418802978191906,2.0126288883555623,0.18520877118979773,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00711433029237178,0.00711433029237178,1,38.99999999942759,0.01803953746183331,0.8938471309812702,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
2.04012915967366,2.04012915967366,1,38.99999999965675,5.173078124074849,0.02851969935625648,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
2.1164537017330103,2.1164537017330103,1,38.99999999997773,5.3666113702348195,0.02586914375921226,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
1.3360001613646857,1.3360001613646857,1,38.99999999965675,3.3876449320599127,0.07330464879430722,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.1174439231255258,0.1174439231255258,1,38.99999999997773,0.2977981009905124,0.5883741168588087,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Average No. of Seeds per Flower Head (AFH)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.03749527246746139,0.03749527246746139,1,16.28341123890492,0.6387912375859894,0.4356529835041486,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.041842941507406056,0.041842941507406056,1,15.370545308392408,0.7128606523115567,0.41144478381375515,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.06900186114317167,0.06900186114317167,1,16.06722199089564,1.1755557800955887,0.2942645820038401,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.12196721728063221,0.12196721728063221,1,15.370545306764681,2.0779043475207826,0.16950866472754375,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
1.5078500226419883e-4,1.5078500226419883e-4,1,16.067221991540585,0.002568860868775949,0.9602021356464343,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Average Individual Seed Mass (ASM)(g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
