Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),model
0.006185458906173,0.006185458906173,1,21.486612024341586,0.23099681888389373,0.6356431308810531,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
1.833197571980378,1.833197571980378,1,24.866683905748474,0.47140589173116726,0.4986941549153038,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
4.370702834265205,4.370702834265205,1,27.076725566040167,1.123924174115578,0.298440753706137,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.8239679072554652,0.8239679072554652,1,24.86668390392142,0.21188295905171745,0.6492954795337742,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.33264853166565717,0.33264853166565717,1,27.07672556254168,0.08554041315552813,0.7721545641280383,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
3.477732094198852e-5,3.477732094198852e-5,1,20.53903063104762,0.17659541722075683,0.6786793365805055,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
8.836467629672203e-5,8.836467629672203e-5,1,19.71630264077606,0.4487061238623544,0.5107197507061508,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
6.649947177845384e-5,6.649947177845384e-5,1,21.489619066954873,0.33767701610095685,0.5672185741005572,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
4.941226532769192e-6,4.941226532769192e-6,1,19.716302643561924,0.02509100579059024,0.8757516956818121,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
5.0677154634446554e-5,5.0677154634446554e-5,1,21.489619067450615,0.2573330269217451,0.617124828647309,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Petal Dry Matter Content (PDMC) (g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
1013.8630594473594,1013.8630594473594,1,21.0030742725907,0.676786364578178,0.4199380920674226,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
3837.1670958140976,3837.1670958140976,1,21.04265880277351,2.5614330701333374,0.12440656914483016,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
10644.03196451308,10644.03196451308,1,21.04265880186046,7.105235397020354,0.01445611163666547,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
4548.056839329276,4548.056839329276,1,21.04265880292488,3.0359749529313973,0.0960357748851832,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
2533.14549878127,2533.14549878127,1,21.042658802985745,1.6909565025500015,0.20753762599987616,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Specific Leaf Area (SLA)(cm2/g)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.047210249828109445,0.047210249828109445,1,21.97571947411175,4.753002727622545,0.040241093993602706,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.002162030172438992,0.002162030172438992,1,22.007919853769636,0.21766746298144476,0.6454083044770181,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.1340618909266035,0.1340618909266035,1,22.007919853070483,13.496995579654602,0.001331142750867065,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.0052690398269571994,0.0052690398269571994,1,22.007919853666927,0.5304729536628737,0.4740872469689036,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.031700512410213905,0.031700512410213905,1,22.00791985270324,3.1915235039291634,0.08780613898307318,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Leaf Dry Matter Content (LDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
